,X.1,X,Transect_no,Quadrat_no,site,Season,Location,Method,Cover_Type,Coverage_count
791,75,27,2,2,SC,Summer,Edge,Snorkel,SQ_Seaweed,0
792,76,28,2,1,SC,Summer,Edge,Snorkel,SQ_Seaweed,31
793,77,1,7,4,SC,Fall,Inside,Snorkel,SQ_Seaweed,0
794,78,2,7,3,SC,Fall,Inside,Snorkel,SQ_Seaweed,1
795,79,3,7,2,SC,Fall,Inside,Snorkel,SQ_Seaweed,0
796,80,4,7,1,SC,Fall,Inside,Snorkel,SQ_Seaweed,0
797,81,5,6,4,SC,Fall,Inside,Snorkel,SQ_Seaweed,0
798,82,6,6,3,SC,Fall,Inside,Snorkel,SQ_Seaweed,2
799,83,7,6,2,SC,Fall,Inside,Snorkel,SQ_Seaweed,0
800,84,8,6,1,SC,Fall,Inside,Snorkel,SQ_Seaweed,0
801,85,9,5,4,SC,Fall,Outside,Snorkel,SQ_Seaweed,0
802,86,10,5,3,SC,Fall,Outside,Snorkel,SQ_Seaweed,1
803,87,11,5,2,SC,Fall,Outside,Snorkel,SQ_Seaweed,0
804,88,12,5,1,SC,Fall,Outside,Snorkel,SQ_Seaweed,2
805,89,13,4,4,SC,Fall,Edge,Snorkel,SQ_Seaweed,0
806,90,14,4,3,SC,Fall,Edge,Snorkel,SQ_Seaweed,4
807,91,15,4,2,SC,Fall,Edge,Snorkel,SQ_Seaweed,0
808,92,16,4,1,SC,Fall,Edge,Snorkel,SQ_Seaweed,2
809,93,17,3,4,SC,Fall,Outside,Snorkel,SQ_Seaweed,3
810,94,18,3,3,SC,Fall,Outside,Snorkel,SQ_Seaweed,9
811,95,19,3,2,SC,Fall,Outside,Snorkel,SQ_Seaweed,21
812,96,20,3,1,SC,Fall,Outside,Snorkel,SQ_Seaweed,96
813,101,25,2,4,SC,Fall,Edge,Snorkel,SQ_Seaweed,0
814,102,26,2,3,SC,Fall,Edge,Snorkel,SQ_Seaweed,78
815,103,27,2,2,SC,Fall,Edge,Snorkel,SQ_Seaweed,0
816,104,28,2,1,SC,Fall,Edge,Snorkel,SQ_Seaweed,31
817,105,1,1,1,NH,Summer,Inside,Snorkel,SQ_Seaweed,0
818,106,2,1,2,NH,Summer,Inside,Snorkel,SQ_Seaweed,0
819,107,3,1,3,NH,Summer,Inside,Snorkel,SQ_Seaweed,4
820,108,4,1,4,NH,Summer,Inside,Snorkel,SQ_Seaweed,2
821,109,5,2,1,NH,Summer,Edge,Snorkel,SQ_Seaweed,17
822,110,6,2,2,NH,Summer,Edge,Snorkel,SQ_Seaweed,0
823,111,7,2,3,NH,Summer,Edge,Snorkel,SQ_Seaweed,4
824,112,8,2,4,NH,Summer,Edge,Snorkel,SQ_Seaweed,4
825,113,9,3,1,NH,Summer,Outside,Snorkel,SQ_Seaweed,0
826,114,10,3,2,NH,Summer,Outside,Snorkel,SQ_Seaweed,53
827,115,11,3,3,NH,Summer,Outside,Snorkel,SQ_Seaweed,88
828,116,12,3,4,NH,Summer,Outside,Snorkel,SQ_Seaweed,12
829,117,13,4,1,NH,Summer,Inside,Snorkel,SQ_Seaweed,0
830,118,14,4,2,NH,Summer,Inside,Snorkel,SQ_Seaweed,0
831,119,15,4,3,NH,Summer,Inside,Snorkel,SQ_Seaweed,0
832,120,16,4,4,NH,Summer,Inside,Snorkel,SQ_Seaweed,0
833,121,17,5,1,NH,Summer,Edge,Snorkel,SQ_Seaweed,1
834,122,18,5,2,NH,Summer,Edge,Snorkel,SQ_Seaweed,0
835,123,19,5,3,NH,Summer,Edge,Snorkel,SQ_Seaweed,0
836,124,20,5,4,NH,Summer,Edge,Snorkel,SQ_Seaweed,0
837,125,21,6,1,NH,Summer,Outside,Snorkel,SQ_Seaweed,3
838,126,22,6,2,NH,Summer,Outside,Snorkel,SQ_Seaweed,14
839,127,23,6,3,NH,Summer,Outside,Snorkel,SQ_Seaweed,1
840,128,24,6,4,NH,Summer,Outside,Snorkel,SQ_Seaweed,0
841,129,1,1,1,NH,Fall,Inside,Snorkel,SQ_Seaweed,0
842,130,2,1,2,NH,Fall,Inside,Snorkel,SQ_Seaweed,0
843,131,3,1,3,NH,Fall,Inside,Snorkel,SQ_Seaweed,4
844,132,4,1,4,NH,Fall,Inside,Snorkel,SQ_Seaweed,2
845,133,5,2,1,NH,Fall,Edge,Snorkel,SQ_Seaweed,17
846,134,6,2,2,NH,Fall,Edge,Snorkel,SQ_Seaweed,0
847,135,7,2,3,NH,Fall,Edge,Snorkel,SQ_Seaweed,4
848,136,8,2,4,NH,Fall,Edge,Snorkel,SQ_Seaweed,4
849,137,9,3,1,NH,Fall,Outside,Snorkel,SQ_Seaweed,0
850,138,10,3,2,NH,Fall,Outside,Snorkel,SQ_Seaweed,53
851,139,11,3,3,NH,Fall,Outside,Snorkel,SQ_Seaweed,88
852,140,12,3,4,NH,Fall,Outside,Snorkel,SQ_Seaweed,12
853,141,13,4,1,NH,Fall,Inside,Snorkel,SQ_Seaweed,0
854,142,14,4,2,NH,Fall,Inside,Snorkel,SQ_Seaweed,0
855,143,15,4,3,NH,Fall,Inside,Snorkel,SQ_Seaweed,0
856,144,16,4,4,NH,Fall,Inside,Snorkel,SQ_Seaweed,0
857,145,17,5,1,NH,Fall,Edge,Snorkel,SQ_Seaweed,1
858,146,18,5,2,NH,Fall,Edge,Snorkel,SQ_Seaweed,0
859,147,19,5,3,NH,Fall,Edge,Snorkel,SQ_Seaweed,0
860,148,20,5,4,NH,Fall,Edge,Snorkel,SQ_Seaweed,0
861,149,21,6,1,NH,Fall,Outside,Snorkel,SQ_Seaweed,3
862,150,22,6,2,NH,Fall,Outside,Snorkel,SQ_Seaweed,14
863,151,23,6,3,NH,Fall,Outside,Snorkel,SQ_Seaweed,1
864,152,24,6,4,NH,Fall,Outside,Snorkel,SQ_Seaweed,0
865,1,1,1,1,BL,Summer,Outside,Snorkel,SQ_Sediment,68
866,2,2,6,4,BL,Summer,Edge,Snorkel,SQ_Sediment,0
867,3,3,6,3,BL,Summer,Edge,Snorkel,SQ_Sediment,19
868,4,4,6,2,BL,Summer,Edge,Snorkel,SQ_Sediment,0
869,5,5,6,1,BL,Summer,Edge,Snorkel,SQ_Sediment,76
870,6,6,5,4,BL,Summer,Inside,Snorkel,SQ_Sediment,0
871,7,7,5,3,BL,Summer,Inside,Snorkel,SQ_Sediment,0
872,8,8,5,2,BL,Summer,Inside,Snorkel,SQ_Sediment,0
873,9,9,5,1,BL,Summer,Inside,Snorkel,SQ_Sediment,0
874,10,10,4,4,BL,Summer,Outside,Snorkel,SQ_Sediment,96
875,11,11,4,3,BL,Summer,Outside,Snorkel,SQ_Sediment,94
876,12,12,4,2,BL,Summer,Outside,Snorkel,SQ_Sediment,80
877,13,13,4,1,BL,Summer,Outside,Snorkel,SQ_Sediment,99
878,14,14,3,4,BL,Summer,Edge,Snorkel,SQ_Sediment,3
879,15,15,3,3,BL,Summer,Edge,Snorkel,SQ_Sediment,84
880,16,16,3,2,BL,Summer,Edge,Snorkel,SQ_Sediment,79
881,17,17,3,1,BL,Summer,Edge,Snorkel,SQ_Sediment,0
882,18,18,2,4,BL,Summer,Inside,Snorkel,SQ_Sediment,43
883,19,19,2,3,BL,Summer,Inside,Snorkel,SQ_Sediment,26
884,20,20,2,2,BL,Summer,Inside,Snorkel,SQ_Sediment,2
885,21,21,2,1,BL,Summer,Inside,Snorkel,SQ_Sediment,0
886,22,22,1,4,BL,Summer,Outside,Snorkel,SQ_Sediment,33
887,23,23,1,3,BL,Summer,Outside,Snorkel,SQ_Sediment,72
888,24,24,1,2,BL,Summer,Outside,Snorkel,SQ_Sediment,84
889,25,1,1,1,BL,Fall,Outside,Snorkel,SQ_Sediment,68
890,26,2,6,4,BL,Fall,Edge,Snorkel,SQ_Sediment,0
891,27,3,6,3,BL,Fall,Edge,Snorkel,SQ_Sediment,19
892,28,4,6,2,BL,Fall,Edge,Snorkel,SQ_Sediment,0
893,29,5,6,1,BL,Fall,Edge,Snorkel,SQ_Sediment,76
894,30,6,5,4,BL,Fall,Inside,Snorkel,SQ_Sediment,0
895,31,7,5,3,BL,Fall,Inside,Snorkel,SQ_Sediment,0
896,32,8,5,2,BL,Fall,Inside,Snorkel,SQ_Sediment,0
897,33,9,5,1,BL,Fall,Inside,Snorkel,SQ_Sediment,0
898,34,10,4,4,BL,Fall,Outside,Snorkel,SQ_Sediment,96
899,35,11,4,3,BL,Fall,Outside,Snorkel,SQ_Sediment,94
900,36,12,4,2,BL,Fall,Outside,Snorkel,SQ_Sediment,80
901,37,13,4,1,BL,Fall,Outside,Snorkel,SQ_Sediment,99
902,38,14,3,4,BL,Fall,Edge,Snorkel,SQ_Sediment,3
903,39,15,3,3,BL,Fall,Edge,Snorkel,SQ_Sediment,84
904,40,16,3,2,BL,Fall,Edge,Snorkel,SQ_Sediment,79
905,41,17,3,1,BL,Fall,Edge,Snorkel,SQ_Sediment,0
906,42,18,2,4,BL,Fall,Inside,Snorkel,SQ_Sediment,43
907,43,19,2,3,BL,Fall,Inside,Snorkel,SQ_Sediment,26
908,44,20,2,2,BL,Fall,Inside,Snorkel,SQ_Sediment,2
909,45,21,2,1,BL,Fall,Inside,Snorkel,SQ_Sediment,0
910,46,22,1,4,BL,Fall,Outside,Snorkel,SQ_Sediment,33
911,47,23,1,3,BL,Fall,Outside,Snorkel,SQ_Sediment,72
912,48,24,1,2,BL,Fall,Outside,Snorkel,SQ_Sediment,84
913,49,1,7,4,SC,Summer,Inside,Snorkel,SQ_Sediment,17
914,50,2,7,3,SC,Summer,Inside,Snorkel,SQ_Sediment,17
915,51,3,7,2,SC,Summer,Inside,Snorkel,SQ_Sediment,37
916,52,4,7,1,SC,Summer,Inside,Snorkel,SQ_Sediment,9
917,53,5,6,4,SC,Summer,Inside,Snorkel,SQ_Sediment,29
918,54,6,6,3,SC,Summer,Inside,Snorkel,SQ_Sediment,17
919,55,7,6,2,SC,Summer,Inside,Snorkel,SQ_Sediment,24
920,56,8,6,1,SC,Summer,Inside,Snorkel,SQ_Sediment,74
921,57,9,5,4,SC,Summer,Outside,Snorkel,SQ_Sediment,100
922,58,10,5,3,SC,Summer,Outside,Snorkel,SQ_Sediment,99
923,59,11,5,2,SC,Summer,Outside,Snorkel,SQ_Sediment,100
924,60,12,5,1,SC,Summer,Outside,Snorkel,SQ_Sediment,98
925,61,13,4,4,SC,Summer,Edge,Snorkel,SQ_Sediment,97
926,62,14,4,3,SC,Summer,Edge,Snorkel,SQ_Sediment,93
927,63,15,4,2,SC,Summer,Edge,Snorkel,SQ_Sediment,92
928,64,16,4,1,SC,Summer,Edge,Snorkel,SQ_Sediment,23
929,65,17,3,4,SC,Summer,Outside,Snorkel,SQ_Sediment,97
930,66,18,3,3,SC,Summer,Outside,Snorkel,SQ_Sediment,91
931,67,19,3,2,SC,Summer,Outside,Snorkel,SQ_Sediment,79
932,68,20,3,1,SC,Summer,Outside,Snorkel,SQ_Sediment,4
933,73,25,2,4,SC,Summer,Edge,Snorkel,SQ_Sediment,98
934,74,26,2,3,SC,Summer,Edge,Snorkel,SQ_Sediment,4
935,75,27,2,2,SC,Summer,Edge,Snorkel,SQ_Sediment,19
936,76,28,2,1,SC,Summer,Edge,Snorkel,SQ_Sediment,46
937,77,1,7,4,SC,Fall,Inside,Snorkel,SQ_Sediment,17
938,78,2,7,3,SC,Fall,Inside,Snorkel,SQ_Sediment,17
939,79,3,7,2,SC,Fall,Inside,Snorkel,SQ_Sediment,37
940,80,4,7,1,SC,Fall,Inside,Snorkel,SQ_Sediment,9
941,81,5,6,4,SC,Fall,Inside,Snorkel,SQ_Sediment,29
942,82,6,6,3,SC,Fall,Inside,Snorkel,SQ_Sediment,17
943,83,7,6,2,SC,Fall,Inside,Snorkel,SQ_Sediment,24
944,84,8,6,1,SC,Fall,Inside,Snorkel,SQ_Sediment,74
945,85,9,5,4,SC,Fall,Outside,Snorkel,SQ_Sediment,100
946,86,10,5,3,SC,Fall,Outside,Snorkel,SQ_Sediment,99
947,87,11,5,2,SC,Fall,Outside,Snorkel,SQ_Sediment,100
948,88,12,5,1,SC,Fall,Outside,Snorkel,SQ_Sediment,98
949,89,13,4,4,SC,Fall,Edge,Snorkel,SQ_Sediment,97
950,90,14,4,3,SC,Fall,Edge,Snorkel,SQ_Sediment,93
951,91,15,4,2,SC,Fall,Edge,Snorkel,SQ_Sediment,92
952,92,16,4,1,SC,Fall,Edge,Snorkel,SQ_Sediment,23
953,93,17,3,4,SC,Fall,Outside,Snorkel,SQ_Sediment,97
954,94,18,3,3,SC,Fall,Outside,Snorkel,SQ_Sediment,91
955,95,19,3,2,SC,Fall,Outside,Snorkel,SQ_Sediment,79
956,96,20,3,1,SC,Fall,Outside,Snorkel,SQ_Sediment,4
957,101,25,2,4,SC,Fall,Edge,Snorkel,SQ_Sediment,98
958,102,26,2,3,SC,Fall,Edge,Snorkel,SQ_Sediment,4
959,103,27,2,2,SC,Fall,Edge,Snorkel,SQ_Sediment,19
960,104,28,2,1,SC,Fall,Edge,Snorkel,SQ_Sediment,46
961,105,1,1,1,NH,Summer,Inside,Snorkel,SQ_Sediment,0
962,106,2,1,2,NH,Summer,Inside,Snorkel,SQ_Sediment,0
963,107,3,1,3,NH,Summer,Inside,Snorkel,SQ_Sediment,0
964,108,4,1,4,NH,Summer,Inside,Snorkel,SQ_Sediment,0
965,109,5,2,1,NH,Summer,Edge,Snorkel,SQ_Sediment,50
966,110,6,2,2,NH,Summer,Edge,Snorkel,SQ_Sediment,0
967,111,7,2,3,NH,Summer,Edge,Snorkel,SQ_Sediment,4
968,112,8,2,4,NH,Summer,Edge,Snorkel,SQ_Sediment,0
969,113,9,3,1,NH,Summer,Outside,Snorkel,SQ_Sediment,100
970,114,10,3,2,NH,Summer,Outside,Snorkel,SQ_Sediment,7
971,115,11,3,3,NH,Summer,Outside,Snorkel,SQ_Sediment,12
972,116,12,3,4,NH,Summer,Outside,Snorkel,SQ_Sediment,84
973,117,13,4,1,NH,Summer,Inside,Snorkel,SQ_Sediment,0
974,118,14,4,2,NH,Summer,Inside,Snorkel,SQ_Sediment,22
975,119,15,4,3,NH,Summer,Inside,Snorkel,SQ_Sediment,1
976,120,16,4,4,NH,Summer,Inside,Snorkel,SQ_Sediment,72
977,121,17,5,1,NH,Summer,Edge,Snorkel,SQ_Sediment,99
978,122,18,5,2,NH,Summer,Edge,Snorkel,SQ_Sediment,100
979,123,19,5,3,NH,Summer,Edge,Snorkel,SQ_Sediment,73
980,124,20,5,4,NH,Summer,Edge,Snorkel,SQ_Sediment,30
981,125,21,6,1,NH,Summer,Outside,Snorkel,SQ_Sediment,97
982,126,22,6,2,NH,Summer,Outside,Snorkel,SQ_Sediment,86
983,127,23,6,3,NH,Summer,Outside,Snorkel,SQ_Sediment,99
984,128,24,6,4,NH,Summer,Outside,Snorkel,SQ_Sediment,100
985,129,1,1,1,NH,Fall,Inside,Snorkel,SQ_Sediment,0
986,130,2,1,2,NH,Fall,Inside,Snorkel,SQ_Sediment,0
987,131,3,1,3,NH,Fall,Inside,Snorkel,SQ_Sediment,0
988,132,4,1,4,NH,Fall,Inside,Snorkel,SQ_Sediment,0
989,133,5,2,1,NH,Fall,Edge,Snorkel,SQ_Sediment,50
990,134,6,2,2,NH,Fall,Edge,Snorkel,SQ_Sediment,0
991,135,7,2,3,NH,Fall,Edge,Snorkel,SQ_Sediment,4
992,136,8,2,4,NH,Fall,Edge,Snorkel,SQ_Sediment,0
993,137,9,3,1,NH,Fall,Outside,Snorkel,SQ_Sediment,100
994,138,10,3,2,NH,Fall,Outside,Snorkel,SQ_Sediment,7
995,139,11,3,3,NH,Fall,Outside,Snorkel,SQ_Sediment,12
996,140,12,3,4,NH,Fall,Outside,Snorkel,SQ_Sediment,84
997,141,13,4,1,NH,Fall,Inside,Snorkel,SQ_Sediment,0
998,142,14,4,2,NH,Fall,Inside,Snorkel,SQ_Sediment,22
999,143,15,4,3,NH,Fall,Inside,Snorkel,SQ_Sediment,1
1000,144,16,4,4,NH,Fall,Inside,Snorkel,SQ_Sediment,72
1001,145,17,5,1,NH,Fall,Edge,Snorkel,SQ_Sediment,99
1002,146,18,5,2,NH,Fall,Edge,Snorkel,SQ_Sediment,100
1003,147,19,5,3,NH,Fall,Edge,Snorkel,SQ_Sediment,73
1004,148,20,5,4,NH,Fall,Edge,Snorkel,SQ_Sediment,30
1005,149,21,6,1,NH,Fall,Outside,Snorkel,SQ_Sediment,97
1006,150,22,6,2,NH,Fall,Outside,Snorkel,SQ_Sediment,86
1007,151,23,6,3,NH,Fall,Outside,Snorkel,SQ_Sediment,99
1008,152,24,6,4,NH,Fall,Outside,Snorkel,SQ_Sediment,100
